task_clock,context_switches,cpu_migrations,page_faults,time_elapsed,size,threads
623.383149,198.0,1.0,2638,0.22363743,512,3
642.138608,341.0,2.0,2641,0.178950995,512,4
643.062081,393.0,28.0,2642,0.178491114,512,5
644.566168,408.0,32.0,2644,0.178506973,512,6
644.903911,439.0,28.0,2646,0.177859536,512,7
642.678537,466.0,12.0,2649,0.176852142,512,8
2198.004403,6.0,0.0,10303,2.202895944,1024,1
2240.900168,25.0,1.0,10316,1.16084892,1024,2
2306.297089,184.0,1.0,10318,0.824776215,1024,3
2337.861443,479.0,2.0,10320,0.64880922,1024,4
2331.733245,533.0,39.0,10322,0.642708993,1024,5
2334.010495,602.0,43.0,10324,0.644404273,1024,6
2334.35237,675.0,40.0,10326,0.644179821,1024,7
2340.587337,782.0,13.0,10328,0.646036345,1024,8
8756.091138,26.0,0.0,41022,8.780636516,2048,1
9639.142164,1469.0,2.0,41036,4.992322643,2048,2
9895.009586,4156.0,2.0,41038,3.52749326,2048,3
10191.348132,7197.0,3.0,41040,2.807277735,2048,4
10222.540187,7300.0,134.0,41043,2.81759694,2048,5
10173.055088,8352.0,186.0,41044,2.792297676,2048,6
10238.36942,8778.0,226.0,41047,2.802436366,2048,7
10257.690004,9955.0,35.0,41049,2.800959436,2048,8
34980.665547,109.0,1.0,163902,35.079803511,4096,1
35826.808464,414.0,2.0,163916,18.538033373,4096,2
36717.471867,3892.0,2.0,163918,13.053295854,4096,3
37226.17847,10546.0,2.0,163921,10.219946584,4096,4
37310.695181,11798.0,255.0,163922,10.254855351,4096,5
37369.476017,13675.0,363.0,163925,10.264349129,4096,6
37439.770025,15672.0,275.0,163927,10.287995812,4096,7
37406.998544,17707.0,71.0,163929,10.266990076,4096,8
139750.460247,357.0,7.0,655422,140.210199906,8192,1
154183.353064,23412.0,2.0,655436,79.787309975,8192,2
148023.483086,21835.0,3.0,655439,52.659429948,8192,3
161622.635739,118808.0,4.0,655441,44.425282279,8192,4
155985.528231,96874.0,1413.0,655443,42.783966668,8192,5
160754.807703,131302.0,2021.0,655445,43.935316722,8192,6
163495.024032,162136.0,1989.0,655446,44.499873022,8192,7
153496.315467,96925.0,286.0,655448,42.010077535,8192,8
0.985058,0.0,0.0,74,0.00118525,16,1
1.234142,0.0,0.0,78,0.001091076,16,2
1.505661,0.0,0.0,80,0.00110161,16,3
3.417612,0.0,0.0,81,0.001644114,16,4
1.459715,12.0,3.0,83,0.00120063,16,5
1.539267,16.0,5.0,86,0.001265044,16,6
1.584101,21.0,6.0,88,0.001274231,16,7
1.697782,25.0,7.0,90,0.00136634,16,8
2.329607,0.0,0.0,81,0.002535888,32,1
2.633867,0.0,0.0,83,0.001801202,32,2
3.902206,0.0,0.0,85,0.002065876,32,3
6.734707,0.0,0.0,88,0.002662057,32,4
2.88937,12.0,4.0,90,0.001608177,32,5
2.902556,16.0,5.0,92,0.001637837,32,6
3.033501,21.0,6.0,94,0.001698427,32,7
3.207356,25.0,7.0,97,0.001851507,32,8
7.780107,0.0,0.0,111,0.008000927,64,1
8.096165,0.0,0.0,114,0.004605323,64,2
8.826412,0.0,0.0,115,0.003640638,64,3
15.658403,1.0,0.0,118,0.005215521,64,4
8.380256,12.0,5.0,121,0.003141106,64,5
8.609352,17.0,6.0,122,0.003269563,64,6
8.628786,21.0,6.0,124,0.003291936,64,7
8.777961,25.0,7.0,127,0.003392325,64,8
29.240762,0.0,0.0,231,0.029474247,128,1
29.879959,0.0,0.0,233,0.015730546,128,2
31.690928,0.0,0.0,235,0.011594188,128,3
35.317951,1.0,0.0,239,0.01018823,128,4
30.884364,14.0,5.0,240,0.009523839,128,5
31.145956,18.0,6.0,243,0.009610261,128,6
31.257534,22.0,8.0,245,0.009698636,128,7
31.292996,26.0,8.0,246,0.00973799,128,8
115.682732,0.0,0.0,712,0.115947734,256,1
118.660332,0.0,0.0,714,0.061220005,256,2
123.892751,0.0,0.0,716,0.043809301,256,3
129.86358,4.0,0.0,719,0.03532822,256,4
120.527959,18.0,4.0,722,0.034804197,256,5
120.322683,24.0,6.0,723,0.034668315,256,6
120.674586,30.0,6.0,725,0.034885789,256,7
121.068367,34.0,7.0,727,0.035067474,256,8
460.250612,1.0,0.0,2633,0.46064031,512,1
470.5861,1.0,0.0,2634,0.241144682,512,2
486.115219,1.0,0.0,2637,0.169805724,512,3
505.628558,10.0,0.0,2640,0.135558862,512,4
477.771434,28.0,5.0,2642,0.134951696,512,5
477.725515,41.0,7.0,2643,0.135276476,512,6
477.527488,53.0,7.0,2645,0.134891199,512,7
477.908597,59.0,9.0,2648,0.135026324,512,8
1844.518687,6.0,1.0,10312,1.852657995,1024,1
1859.139476,7.0,0.0,10314,0.966149866,1024,2
1906.123192,8.0,0.0,10316,0.680763209,1024,3
1938.440471,12.0,1.0,10320,0.534450123,1024,4
1899.921154,59.0,11.0,10321,0.533293111,1024,5
1906.497741,100.0,17.0,10324,0.537280903,1024,6
1887.215853,139.0,13.0,10325,0.533065956,1024,7
1905.265735,165.0,14.0,10327,0.536924926,1024,8
7367.947258,25.0,1.0,41033,7.395079584,2048,1
7380.183829,29.0,1.0,41034,3.841026129,2048,2
7529.179701,30.0,1.0,41037,2.703372275,2048,3
7641.364899,40.0,2.0,41039,2.133879464,2048,4
7555.358571,197.0,32.0,41042,2.109906374,2048,5
7590.737521,353.0,43.0,41044,2.128345808,2048,6
7584.954118,501.0,31.0,41046,2.12580581,2048,7
7587.332534,653.0,13.0,41047,2.123044364,2048,8
29364.622629,106.0,1.0,163912,29.465220352,4096,1
29447.469962,92.0,1.0,163914,15.306280462,4096,2
30019.082744,112.0,1.0,163916,10.760574146,4096,3
30299.008173,126.0,2.0,163919,8.414332275,4096,4
30266.419038,779.0,122.0,163921,8.425458803,4096,5
30285.510916,1366.0,161.0,163924,8.425847532,4096,6
30231.996247,1966.0,102.0,163925,8.406784946,4096,7
30254.913428,2549.0,20.0,163927,8.418805626,4096,8
117027.101528,326.0,1.0,655432,117.486718413,8192,1
117643.905033,353.0,1.0,655434,61.277625896,8192,2
120104.104592,372.0,1.0,655436,43.206057441,8192,3
120948.740063,409.0,15.0,655439,33.582440995,8192,4
120722.15698,2870.0,461.0,655441,33.555507301,8192,5
119905.374144,5232.0,628.0,655443,33.369789547,8192,6
119899.658786,7738.0,362.0,655446,33.349029735,8192,7
119966.877221,10004.0,15.0,655447,33.421903346,8192,8
0.624908,0.0,0.0,74,0.000833602,16,1
0.820776,0.0,0.0,77,0.000871238,16,2
2.106612,0.0,0.0,79,0.00145678,16,3
4.201405,0.0,0.0,81,0.001929163,16,4
1.102397,13.0,3.0,84,0.001128557,16,5
1.227932,16.0,4.0,86,0.001221873,16,6
1.240638,21.0,6.0,89,0.001226623,16,7
1.28673,25.0,6.0,90,0.00124404,16,8
0.863649,0.0,0.0,81,0.001061655,32,1
1.112528,0.0,0.0,84,0.001036193,32,2
1.765046,0.0,0.0,86,0.001262507,32,3
3.886683,0.0,0.0,88,0.001828665,32,4
1.364181,13.0,4.0,90,0.001226642,32,5
1.418915,16.0,5.0,92,0.00125398,32,6
1.471892,20.0,6.0,95,0.001296356,32,7
1.559179,25.0,7.0,96,0.001362116,32,8
1.964161,0.0,0.0,112,0.002390692,64,1
2.306722,0.0,0.0,113,0.00171618,64,2
2.977408,0.0,0.0,115,0.00171928,64,3
6.770596,0.0,0.0,118,0.002765897,64,4
2.456644,12.0,4.0,120,0.00167051,64,5
2.543425,16.0,5.0,122,0.0017254,64,6
2.580599,20.0,5.0,124,0.001745882,64,7
2.695126,25.0,8.0,126,0.001843286,64,8
5.73961,0.0,0.0,231,0.005953087,128,1
6.727855,0.0,0.0,233,0.004164623,128,2
7.680651,0.0,0.0,235,0.003567102,128,3
10.366395,0.0,0.0,238,0.003899727,128,4
6.876187,13.0,5.0,240,0.003481455,128,5
6.802852,17.0,6.0,243,0.003445807,128,6
6.972649,21.0,7.0,244,0.003556825,128,7
7.121408,25.0,8.0,247,0.003654524,128,8
21.158794,0.0,0.0,712,0.021409167,256,1
23.647136,0.0,0.0,714,0.013677603,256,2
27.365611,0.0,0.0,716,0.011467784,256,3
32.765991,1.0,0.0,719,0.011111099,256,4
24.218364,14.0,3.0,721,0.010665051,256,5
24.430467,16.0,4.0,724,0.01078156,256,6
24.490561,21.0,6.0,725,0.010765692,256,7
24.622336,26.0,7.0,727,0.010950387,256,8
82.768126,0.0,0.0,2632,0.083040172,512,1
93.107777,0.0,0.0,2634,0.053009474,512,2
104.438492,1.0,0.0,2637,0.042717304,512,3
123.985986,4.0,0.0,2639,0.040213448,512,4
92.774097,16.0,5.0,2641,0.038433971,512,5
92.7264,21.0,6.0,2644,0.038597019,512,6
92.901483,26.0,7.0,2645,0.038673316,512,7
93.72585,31.0,7.0,2647,0.039313953,512,8
328.09079,3.0,1.0,10312,0.331858445,1024,1
343.781411,3.0,0.0,10314,0.206055373,1024,2
366.746525,4.0,0.0,10317,0.165986341,1024,3
398.807177,8.0,1.0,10319,0.149190855,1024,4
361.611614,22.0,6.0,10322,0.146817957,1024,5
367.680777,32.0,7.0,10324,0.153101397,1024,6
360.618487,40.0,7.0,10325,0.145720922,1024,7
357.736514,46.0,8.0,10327,0.146120393,1024,8
1296.816833,21.0,0.0,41032,1.321561805,2048,1
1336.020976,24.0,1.0,41034,0.823043985,2048,2
1405.265265,25.0,1.0,41037,0.662587908,2048,3
1461.51559,24.0,2.0,41040,0.582523378,2048,4
1430.947046,56.0,8.0,41041,0.585554124,2048,5
1417.552623,87.0,10.0,41044,0.575828383,2048,6
1429.417002,108.0,12.0,41045,0.581365507,2048,7
1426.596661,134.0,11.0,41048,0.579663534,2048,8
5151.655271,86.0,1.0,163912,5.254782837,4096,1
5253.372616,99.0,1.0,163914,3.219947953,4096,2
5461.413038,99.0,1.0,163917,2.574367515,4096,3
5703.736325,106.0,3.0,163920,2.278827304,4096,4
5647.784268,210.0,22.0,163921,2.260001963,4096,5
5649.007043,311.0,35.0,163923,2.259219019,4096,6
5704.161417,408.0,20.0,163925,2.309851106,4096,7
5659.735694,495.0,14.0,163927,2.26149605,4096,8
20629.802957,289.0,1.0,655433,21.091363944,8192,1
20901.884015,297.0,1.0,655435,12.894805775,8192,2
22077.986315,300.0,1.0,655436,10.530035079,8192,3
22672.035432,309.0,10.0,655439,9.099633381,8192,4
22640.745823,717.0,65.0,655441,9.102089919,8192,5
22628.765843,1100.0,103.0,655443,9.136467152,8192,6
22383.176345,1472.0,58.0,655446,8.993496469,8192,7
22421.210948,1849.0,10.0,655447,9.03210434,8192,8
0.991481,0.0,0.0,75,0.001187799,16,1
1.249266,0.0,0.0,78,0.001104201,16,2
2.557996,0.0,0.0,80,0.001625266,16,3
4.191122,0.0,0.0,81,0.001900095,16,4
1.471458,12.0,4.0,83,0.001209209,16,5
1.537079,16.0,5.0,85,0.001277067,16,6
1.597662,21.0,6.0,89,0.001288606,16,7
1.683938,25.0,6.0,90,0.001325446,16,8
2.43185,0.0,0.0,82,0.002630263,32,1
2.655606,0.0,0.0,84,0.001812863,32,2
3.211468,0.0,0.0,86,0.001713779,32,3
5.781396,0.0,0.0,88,0.002326502,32,4
2.966443,13.0,4.0,90,0.001609553,32,5
3.038565,17.0,5.0,92,0.001688274,32,6
3.056167,21.0,6.0,94,0.001687313,32,7
3.136128,24.0,6.0,96,0.001760164,32,8
8.231439,0.0,0.0,111,0.00845803,64,1
8.464455,0.0,0.0,113,0.004794251,64,2
9.069875,0.0,0.0,115,0.003709266,64,3
12.583652,0.0,0.0,118,0.004170709,64,4
8.900607,13.0,4.0,120,0.00330611,64,5
8.797771,17.0,6.0,122,0.00327088,64,6
9.050593,21.0,5.0,124,0.003393798,64,7
9.191463,25.0,7.0,126,0.003502975,64,8
31.029216,0.0,0.0,232,0.031269014,128,1
31.455911,0.0,0.0,233,0.016549335,128,2
33.510899,0.0,0.0,235,0.012243732,128,3
35.896721,1.0,0.0,238,0.010254401,128,4
32.557992,14.0,4.0,241,0.009922473,128,5
33.018769,17.0,6.0,242,0.010031856,128,6
32.762064,22.0,6.0,244,0.010029589,128,7
32.827209,26.0,8.0,246,0.010140215,128,8
122.089146,0.0,0.0,713,0.122347327,256,1
124.879242,1.0,0.0,714,0.064267345,256,2
130.971706,1.0,0.0,717,0.046139295,256,3
148.08172,5.0,1.0,720,0.040933285,256,4
127.349214,19.0,4.0,722,0.036519283,256,5
127.175863,24.0,6.0,724,0.036443972,256,6
127.387893,31.0,7.0,725,0.036590252,256,7
127.438741,35.0,7.0,728,0.036590932,256,8
487.24259,1.0,0.0,2632,0.487521882,512,1
498.426205,1.0,0.0,2635,0.25522564,512,2
513.025678,1.0,0.0,2637,0.178724403,512,3
533.141097,10.0,0.0,2640,0.142630582,512,4
504.328796,29.0,5.0,2642,0.141283633,512,5
503.404186,43.0,6.0,2643,0.141447141,512,6
504.627705,53.0,9.0,2645,0.141808857,512,7
504.617385,62.0,10.0,2648,0.141587055,512,8
1957.141992,6.0,0.0,10313,1.962134372,1024,1
1968.201152,6.0,1.0,10314,1.02034895,1024,2
2007.788857,9.0,1.0,10316,0.714896989,1024,3
2046.842609,15.0,1.0,10320,0.562529999,1024,4
2010.039362,60.0,12.0,10321,0.562157643,1024,5
2005.457986,102.0,18.0,10323,0.558398821,1024,6
2009.596476,146.0,13.0,10326,0.560078058,1024,7
2009.700875,181.0,14.0,10328,0.563401454,1024,8
7810.937752,25.0,1.0,41032,7.834676536,2048,1
7834.909297,29.0,1.0,41034,4.069108511,2048,2
7967.605816,32.0,1.0,41037,2.849980289,2048,3
8050.033604,40.0,2.0,41040,2.226328252,2048,4
7976.671639,207.0,31.0,41042,2.220966088,2048,5
8002.268376,371.0,47.0,41043,2.224737745,2048,6
8023.861816,529.0,31.0,41046,2.233604237,2048,7
8039.201187,690.0,15.0,41048,2.247244596,2048,8
31137.95285,94.0,0.0,163913,31.237224935,4096,1
31300.214523,114.0,1.0,163915,16.253089137,4096,2
31795.100997,110.0,1.0,163917,11.362165198,4096,3
32062.318123,128.0,2.0,163919,8.86015827,4096,4
32014.48353,795.0,126.0,163921,8.858215622,4096,5
32030.794862,1442.0,178.0,163924,8.86949701,4096,6
32013.260479,2078.0,97.0,163925,8.864513449,4096,7
32025.546109,2713.0,18.0,163928,8.873759961,4096,8
124502.478064,332.0,6.0,655433,124.964508815,8192,1
124758.658831,354.0,0.0,655435,64.828492992,8192,2
126805.586589,331.0,0.0,655437,45.34345369,8192,3
127822.56518,420.0,2.0,655439,35.402270421,8192,4
127912.499393,3052.0,493.0,655441,35.430160294,8192,5
127976.651649,5636.0,738.0,655443,35.450624663,8192,6
126795.997636,8064.0,340.0,655445,35.163328999,8192,7
126743.110006,10583.0,13.0,655448,35.097746282,8192,8
1.051086,0.0,0.0,75,0.001259073,16,1
1.282074,0.0,0.0,77,0.001100096,16,2
2.831253,1.0,0.0,79,0.001753068,16,3
2.867022,0.0,0.0,81,0.001450043,16,4
1.531732,13.0,3.0,83,0.001217311,16,5
1.639466,16.0,5.0,85,0.001317537,16,6
1.700049,21.0,6.0,88,0.001338351,16,7
1.769715,24.0,6.0,90,0.001363961,16,8
2.668274,0.0,0.0,82,0.002866793,32,1
2.903858,0.0,0.0,83,0.001938064,32,2
4.328477,0.0,0.0,86,0.002214776,32,3
8.483522,0.0,1.0,88,0.00319766,32,4
3.243807,12.0,4.0,90,0.001701549,32,5
3.262201,16.0,6.0,93,0.001727605,32,6
3.349967,21.0,6.0,95,0.001795331,32,7
3.532154,25.0,6.0,96,0.001938279,32,8
9.240986,0.0,0.0,111,0.009483788,64,1
9.593486,0.0,0.0,113,0.005343611,64,2
10.04443,0.0,0.0,115,0.004036712,64,3
15.09982,0.0,0.0,119,0.004913058,64,4
9.955975,13.0,4.0,120,0.003592495,64,5
10.085981,16.0,5.0,122,0.00364286,64,6
10.141626,22.0,7.0,125,0.003700984,64,7
10.236849,26.0,7.0,127,0.003748158,64,8
34.945856,0.0,0.0,232,0.035186035,128,1
35.519087,0.0,0.0,234,0.018572027,128,2
38.221787,0.0,0.0,235,0.013878045,128,3
39.637173,2.0,1.0,238,0.011178956,128,4
36.981917,14.0,5.0,241,0.011075913,128,5
36.836103,18.0,6.0,242,0.01110797,128,6
36.819737,22.0,8.0,244,0.011139439,128,7
36.921791,27.0,8.0,247,0.011244671,128,8
138.744591,0.0,0.0,712,0.139001057,256,1
140.894619,0.0,0.0,714,0.072346599,256,2
147.099439,0.0,0.0,717,0.051323741,256,3
162.144479,5.0,1.0,719,0.044184258,256,4
143.669873,19.0,4.0,721,0.040669057,256,5
144.111822,25.0,6.0,724,0.040771382,256,6
143.373752,31.0,7.0,726,0.040647285,256,7
143.832836,37.0,8.0,728,0.040780974,256,8
575.898311,1.0,0.0,2633,0.576185037,512,1
562.070127,2.0,0.0,2634,0.287009585,512,2
580.23505,1.0,0.0,2636,0.201345787,512,3
600.150093,10.0,0.0,2639,0.159537125,512,4
568.454766,30.0,6.0,2641,0.157402649,512,5
568.3548,46.0,8.0,2643,0.156767824,512,6
569.530856,58.0,8.0,2646,0.157987421,512,7
572.43457,68.0,10.0,2647,0.159018883,512,8
2219.479048,6.0,1.0,10312,2.224635269,1024,1
2223.259831,7.0,0.0,10315,1.14631946,1024,2
2274.321596,8.0,0.0,10316,0.804140052,1024,3
2307.684289,13.0,1.0,10319,0.62702936,1024,4
2273.256381,69.0,13.0,10321,0.626265545,1024,5
2268.780224,115.0,17.0,10324,0.624726278,1024,6
2237.693516,156.0,16.0,10326,0.617466372,1024,7
2272.868858,197.0,21.0,10327,0.627828874,1024,8
8839.56546,25.0,0.0,41032,8.864592295,2048,1
8855.281912,30.0,1.0,41034,4.580591495,2048,2
9009.07212,33.0,1.0,41036,3.197157714,2048,3
9116.655309,40.0,3.0,41039,2.503294241,2048,4
9070.971803,232.0,39.0,41041,2.49707691,2048,5
9078.572086,416.0,49.0,41043,2.502135549,2048,6
9067.010423,605.0,39.0,41046,2.494189171,2048,7
9085.804138,772.0,15.0,41047,2.506688942,2048,8
35283.239703,108.0,1.0,163912,35.38164902,4096,1
35478.502223,116.0,1.0,163914,18.346337339,4096,2
35978.708782,117.0,2.0,163916,12.748117287,4096,3
36216.050384,135.0,2.0,163919,9.901126645,4096,4
36308.164298,887.0,160.0,163922,9.945478372,4096,5
36185.411142,1632.0,227.0,163923,9.928367646,4096,6
36214.99151,2336.0,102.0,163925,9.906340608,4096,7
36189.397771,3046.0,19.0,163927,9.911108445,4096,8
140861.721469,335.0,7.0,655432,141.321414419,8192,1
141317.761695,362.0,0.0,655435,73.096737065,8192,2
143497.863502,350.0,1.0,655436,50.999505015,8192,3
145011.702748,465.0,3.0,655439,39.675180086,8192,4
144680.760249,3432.0,589.0,655442,39.607029673,8192,5
143486.780252,6325.0,844.0,655443,39.296150326,8192,6
143256.463206,9114.0,428.0,655445,39.243412665,8192,7
143285.897726,11966.0,23.0,655447,39.273794018,8192,8
